Wavelength;4_21_2023;4_21_2023;5_12_2023;5_12_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023
249.5;22.631;0.976;18.116;12.794;12.993;15.551;16.891;17.683;19.456;19.79;65.234;70.96;3.537;3.608;82.958;47.621;47.518;122.676;132.268;123.048;21.896;20.403;16.041;4.193;4.156;4.274
250;21.968;0.695;17.291;12.002;12.62;15.049;16.378;17.166;18.908;19.123;64.869;70.409;3.522;3.547;82.627;47.502;47.4;122.865;132.224;123.295;21.929;20.431;16.085;4.137;4.098;4.198
250.5;21.646;0.789;16.823;11.576;12.245;14.589;15.896;16.677;18.378;18.523;64.433;69.944;3.506;3.461;82.234;47.394;47.336;123.055;132.207;123.534;21.938;20.441;16.041;4.096;4.052;4.125
251;21.713;1.085;16.762;11.514;11.888;14.177;15.428;16.254;17.857;18.035;64.107;69.537;3.438;3.376;81.774;47.314;47.285;123.133;132.171;123.716;21.89;20.374;15.965;4.054;4.018;4.067
251.5;22.06;1.958;16.972;11.728;11.578;13.867;15.109;15.811;17.452;17.636;63.713;69.164;3.375;3.335;81.38;47.214;47.206;123.113;132.167;123.767;21.812;20.261;15.891;4.007;4.007;4.033
252;22.508;2.922;17.279;12.036;11.308;13.578;14.805;15.461;17.141;17.234;63.336;68.814;3.314;3.304;80.831;47.024;47.045;123.041;132.311;123.708;21.781;20.177;15.838;3.938;3.963;3.983
252.5;22.905;3.681;17.491;12.22;11.093;13.354;14.498;15.139;16.854;16.974;63.045;68.481;3.26;3.296;80.397;46.858;46.947;123;132.342;123.519;21.762;20.182;15.814;3.893;3.952;3.925
253;23.093;4.401;17.499;12.307;10.912;13.148;14.244;14.868;16.555;16.745;62.611;68.176;3.169;3.268;79.99;46.717;46.859;122.836;132.453;123.216;21.724;20.191;15.793;3.875;3.911;3.907
253.5;23.046;4.662;17.29;12.14;10.756;12.956;13.972;14.638;16.291;16.511;62.257;67.8;3.083;3.213;79.607;46.626;46.727;122.761;132.342;122.976;21.628;20.105;15.762;3.903;3.881;3.918
254;22.743;4.745;16.911;11.779;10.614;12.772;13.797;14.445;16.062;16.393;61.941;67.612;2.984;3.129;79.365;46.585;46.56;122.755;132.263;122.784;21.517;20.097;15.772;3.871;3.835;3.864
254.5;22.297;4.65;16.423;11.35;10.477;12.616;13.658;14.263;15.842;16.192;61.691;67.353;2.892;3.05;78.995;46.418;46.396;122.683;132.162;122.607;21.571;20.103;15.837;3.858;3.793;3.806
255;21.913;4.39;16.045;10.994;10.342;12.451;13.492;14.084;15.595;16.014;61.388;66.981;2.855;3.002;78.646;46.351;46.363;122.826;132.232;122.645;21.569;20.089;15.895;3.84;3.747;3.756
255.5;21.768;4.344;15.924;10.932;10.217;12.325;13.347;13.955;15.412;15.858;61.07;66.652;2.851;2.955;78.216;46.276;46.333;122.98;132.251;122.724;21.546;20.043;15.799;3.807;3.728;3.713
256;21.886;4.511;16.051;11.035;10.12;12.207;13.237;13.808;15.278;15.73;60.78;66.241;2.822;2.942;77.875;46.234;46.285;122.946;132.285;122.809;21.461;19.984;15.734;3.747;3.708;3.677
256.5;22.167;4.919;16.325;11.272;10.042;12.101;13.138;13.686;15.174;15.602;60.399;65.82;2.822;2.941;77.619;46.132;46.249;122.899;132.489;122.881;21.42;19.904;15.698;3.67;3.693;3.656
257;22.516;5.475;16.683;11.58;9.974;12.004;13.023;13.616;15.071;15.481;60.15;65.411;2.853;2.982;77.237;46.028;46.148;122.821;132.606;122.963;21.421;19.914;15.669;3.6;3.667;3.605
257.5;22.922;5.997;17.102;11.982;9.922;11.94;12.946;13.516;15.019;15.374;59.861;65.022;2.859;2.976;76.903;45.934;46.077;122.712;132.439;122.974;21.375;19.971;15.626;3.564;3.648;3.559
258;23.501;6.653;17.743;12.657;9.876;11.885;12.88;13.449;14.955;15.284;59.521;64.664;2.816;2.974;76.618;45.903;46.03;122.561;132.366;122.959;21.246;19.915;15.508;3.531;3.625;3.542
258.5;24.32;7.552;18.617;13.546;9.836;11.844;12.798;13.424;14.894;15.2;59.254;64.451;2.805;2.963;76.325;45.914;45.962;122.524;132.155;122.861;21.083;19.785;15.364;3.524;3.606;3.559
259;25.327;8.681;19.651;14.62;9.81;11.824;12.763;13.404;14.832;15.207;59.039;64.343;2.786;2.937;75.947;45.826;45.872;122.336;131.962;122.671;20.957;19.693;15.263;3.531;3.592;3.585
259.5;26.328;9.632;20.637;15.639;9.783;11.804;12.731;13.378;14.8;15.166;58.835;64.205;2.771;2.907;75.625;45.727;45.836;122.03;131.794;122.337;20.821;19.503;15.198;3.56;3.584;3.627
260;27.091;10.461;21.364;16.389;9.755;11.779;12.718;13.351;14.754;15.136;58.596;63.961;2.777;2.86;75.372;45.736;45.764;121.765;131.754;121.961;20.759;19.314;15.085;3.549;3.561;3.62
260.5;27.445;10.789;21.672;16.726;9.74;11.771;12.721;13.335;14.766;15.122;58.373;63.671;2.806;2.867;75.023;45.575;45.596;121.495;131.745;121.501;20.727;19.188;15;3.539;3.571;3.619
261;27.344;10.717;21.526;16.539;9.736;11.76;12.725;13.309;14.76;15.09;58.173;63.375;2.79;2.866;74.894;45.524;45.486;121.207;131.751;121.16;20.707;19.129;14.968;3.489;3.534;3.591
261.5;26.792;10.281;20.95;15.986;9.741;11.768;12.729;13.315;14.77;15.075;57.967;63.075;2.772;2.86;74.709;45.43;45.415;120.951;131.793;120.886;20.746;19.163;15.042;3.446;3.486;3.552
262;25.886;9.334;20.043;15.111;9.762;11.778;12.709;13.317;14.75;15.065;57.828;62.769;2.78;2.872;74.424;45.307;45.3;120.668;131.747;120.754;20.851;19.327;15.143;3.42;3.458;3.502
262.5;24.81;8.346;19.015;14.11;9.776;11.786;12.749;13.336;14.761;15.015;57.766;62.596;2.748;2.823;74.111;45.253;45.227;120.543;131.687;120.709;20.912;19.415;15.277;3.403;3.426;3.456
263;23.78;7.272;18.082;13.236;9.808;11.776;12.751;13.363;14.767;15.012;57.56;62.408;2.73;2.823;73.887;45.176;45.185;120.394;131.655;120.806;20.891;19.49;15.336;3.406;3.43;3.432
263.5;22.943;6.312;17.375;12.52;9.833;11.789;12.779;13.406;14.801;14.998;57.328;62.203;2.722;2.812;73.638;45.12;45.215;120.318;131.641;120.77;20.875;19.52;15.356;3.436;3.471;3.469
264;22.337;5.747;16.893;11.989;9.84;11.785;12.812;13.453;14.812;15.001;57.124;62.093;2.713;2.786;73.331;45.037;45.191;120.034;131.461;120.66;20.867;19.511;15.431;3.481;3.505;3.486
264.5;21.921;5.345;16.609;11.656;9.853;11.797;12.846;13.474;14.816;15.03;56.813;61.774;2.739;2.786;73.125;44.977;45.134;119.763;131.492;120.458;20.795;19.397;15.464;3.542;3.536;3.504
265;21.654;5.105;16.462;11.506;9.858;11.809;12.85;13.495;14.812;15.028;56.503;61.542;2.774;2.779;72.964;44.925;45.057;119.69;131.385;120.242;20.804;19.38;15.385;3.563;3.556;3.506
265.5;21.522;4.838;16.448;11.488;9.846;11.854;12.897;13.502;14.859;15.039;56.188;61.247;2.825;2.816;72.714;44.782;44.975;119.599;131.392;119.99;20.727;19.283;15.338;3.572;3.574;3.493
266;21.535;4.942;16.585;11.636;9.833;11.873;12.919;13.472;14.867;15.061;55.976;61.02;2.833;2.831;72.46;44.718;44.966;119.461;131.466;119.799;20.625;19.227;15.235;3.565;3.546;3.49
266.5;21.654;5.139;16.798;11.899;9.841;11.911;12.92;13.467;14.911;15.079;55.519;60.687;2.865;2.864;72.085;44.641;44.884;119.202;131.443;119.601;20.592;19.221;15.186;3.565;3.539;3.489
267;21.835;5.218;17.055;12.261;9.851;11.944;12.891;13.455;14.869;15.095;55.154;60.267;2.903;2.887;71.699;44.568;44.815;119.023;131.315;119.486;20.544;19.027;15.041;3.556;3.507;3.494
267.5;21.998;5.49;17.282;12.541;9.868;11.944;12.906;13.46;14.849;15.08;54.9;59.952;2.904;2.926;71.276;44.496;44.709;118.668;131.169;119.245;20.481;18.941;14.969;3.562;3.488;3.531
268;22.063;5.417;17.404;12.737;9.89;11.91;12.893;13.442;14.821;15.086;54.416;59.452;2.882;2.977;70.86;44.327;44.553;118.157;130.972;118.904;20.372;18.907;14.868;3.599;3.506;3.546
268.5;21.978;5.141;17.392;12.742;9.891;11.9;12.899;13.481;14.813;15.095;54.02;59.045;2.857;2.978;70.377;44.23;44.412;117.672;130.792;118.331;20.35;18.876;14.841;3.634;3.545;3.597
269;21.745;4.835;17.242;12.619;9.877;11.857;12.898;13.488;14.772;15.069;53.533;58.603;2.844;2.987;69.884;44.162;44.272;117.155;130.441;117.805;20.336;18.778;14.833;3.648;3.57;3.631
269.5;21.542;4.621;17.191;12.594;9.852;11.823;12.852;13.439;14.742;15.073;53.058;57.987;2.881;2.999;69.382;44.095;44.186;116.816;130.294;117.306;20.329;18.75;14.823;3.672;3.584;3.624
270;21.548;4.558;17.335;12.806;9.797;11.763;12.795;13.388;14.694;15.018;52.571;57.566;2.887;3;68.913;44.021;44.159;116.465;130.246;116.952;20.37;18.742;14.83;3.675;3.594;3.644
270.5;21.792;4.745;17.683;13.211;9.732;11.707;12.763;13.308;14.688;14.952;52.081;57.018;2.906;2.99;68.266;43.859;44.085;115.947;130.177;116.498;20.23;18.578;14.763;3.691;3.63;3.672
271;22.145;5.25;18.14;13.678;9.676;11.621;12.71;13.218;14.638;14.891;51.647;56.555;2.921;2.986;67.67;43.768;44.062;115.474;130.179;116.064;20.089;18.452;14.684;3.705;3.666;3.702
271.5;22.54;5.732;18.618;14.16;9.627;11.56;12.635;13.144;14.592;14.796;50.909;55.909;2.967;2.994;67.053;43.61;43.932;114.861;130.059;115.541;20.008;18.338;14.548;3.714;3.684;3.738
272;22.955;6.25;19.082;14.655;9.568;11.508;12.552;13.059;14.494;14.724;50.288;55.331;3.018;3.033;66.51;43.489;43.849;114.408;129.863;114.986;19.834;18.08;14.305;3.696;3.677;3.734
272.5;23.286;6.863;19.451;15.005;9.509;11.425;12.479;12.99;14.393;14.653;49.893;54.894;3.023;3.096;65.921;43.277;43.685;113.709;129.691;114.369;19.688;18.083;14.206;3.739;3.713;3.766
273;23.452;7.076;19.627;15.213;9.449;11.365;12.41;12.92;14.328;14.57;49.304;54.321;2.993;3.119;65.407;43.077;43.45;113.07;129.486;113.689;19.505;17.981;14.147;3.754;3.732;3.75
273.5;23.381;6.866;19.584;15.208;9.376;11.297;12.332;12.89;14.237;14.499;48.815;53.908;2.957;3.106;64.843;42.836;43.193;112.378;129.394;112.945;19.452;18.007;14.181;3.719;3.744;3.725
274;23.13;6.424;19.372;15.049;9.311;11.227;12.25;12.817;14.151;14.401;48.346;53.38;2.961;3.141;64.284;42.644;42.932;111.715;129.164;112.397;19.485;18.044;14.234;3.713;3.75;3.728
274.5;22.915;6.232;19.246;14.959;9.237;11.17;12.137;12.727;14.063;14.294;47.986;52.87;2.975;3.141;63.756;42.46;42.697;111.131;129.083;111.723;19.546;18.057;14.298;3.679;3.716;3.671
275;22.839;6.151;19.245;15.03;9.164;11.092;12.046;12.644;13.95;14.188;47.587;52.397;2.974;3.157;63.2;42.229;42.433;110.423;129.123;111.142;19.608;18.048;14.364;3.67;3.709;3.707
275.5;22.904;6.255;19.366;15.195;9.108;11.022;11.953;12.549;13.864;14.089;47.248;51.875;2.994;3.13;62.655;41.987;42.228;109.772;128.833;110.556;19.476;17.916;14.296;3.704;3.728;3.75
276;23.021;6.493;19.556;15.384;9.066;10.968;11.877;12.466;13.778;14.034;46.873;51.373;3.045;3.14;62.217;41.82;42.123;109.275;128.583;110.045;19.366;17.745;14.197;3.737;3.729;3.776
276.5;23.221;6.823;19.809;15.661;9.03;10.91;11.812;12.372;13.696;13.949;46.371;50.807;3.085;3.147;61.695;41.573;41.986;108.558;128.451;109.43;19.283;17.656;14.067;3.757;3.697;3.783
277;23.458;7.194;20.065;15.95;8.985;10.865;11.75;12.289;13.608;13.882;45.975;50.396;3.105;3.12;61.261;41.425;41.935;108.079;128.275;108.801;19.119;17.477;13.901;3.797;3.72;3.782
277.5;23.642;7.575;20.275;16.193;8.932;10.816;11.7;12.213;13.54;13.841;45.641;50.008;3.113;3.129;60.823;41.246;41.846;107.486;128.117;108.239;19.014;17.367;13.857;3.819;3.744;3.788
278;23.769;7.769;20.423;16.382;8.9;10.787;11.65;12.167;13.518;13.806;45.098;49.578;3.066;3.097;60.443;41.1;41.721;106.875;128.088;107.587;18.867;17.255;13.761;3.814;3.739;3.765
278.5;23.82;7.902;20.502;16.507;8.857;10.726;11.603;12.13;13.453;13.76;44.759;49.242;3.005;3.046;60.035;40.953;41.588;106.262;128.094;107.024;18.798;17.259;13.696;3.807;3.765;3.76
279;23.849;7.967;20.553;16.579;8.829;10.681;11.555;12.097;13.413;13.717;44.428;48.89;2.992;3.049;59.544;40.796;41.369;105.648;128.03;106.397;18.78;17.327;13.698;3.822;3.776;3.785
279.5;23.931;8.146;20.662;16.702;8.794;10.648;11.524;12.07;13.382;13.659;44.153;48.669;2.97;3.034;59.165;40.668;41.183;105.141;127.978;105.766;18.749;17.357;13.69;3.775;3.762;3.756
280;24.066;8.377;20.836;16.899;8.76;10.587;11.487;12.043;13.347;13.621;43.917;48.396;2.965;3.064;58.866;40.526;40.977;104.508;127.906;105.201;18.703;17.36;13.676;3.766;3.76;3.776
280.5;24.308;8.68;21.135;17.183;8.732;10.541;11.432;11.99;13.305;13.571;43.662;48.116;2.989;3.066;58.583;40.376;40.859;103.857;127.729;104.652;18.596;17.247;13.663;3.759;3.744;3.791
281;24.663;9.056;21.541;17.589;8.701;10.502;11.386;11.933;13.242;13.505;43.417;47.776;3.055;3.11;58.37;40.261;40.759;103.246;127.366;104.244;18.487;17.059;13.552;3.758;3.734;3.794
281.5;25.108;9.542;22.001;18.054;8.67;10.441;11.351;11.868;13.168;13.433;43.108;47.466;3.082;3.117;58.188;40.1;40.611;102.421;127.136;103.705;18.391;16.97;13.523;3.747;3.726;3.789
282;25.49;9.927;22.364;18.428;8.628;10.393;11.299;11.8;13.093;13.377;42.852;47.123;3.082;3.085;57.903;39.918;40.463;101.722;126.816;103.037;18.315;16.807;13.446;3.74;3.731;3.798
282.5;25.736;10.273;22.602;18.693;8.571;10.347;11.238;11.737;13.011;13.316;42.592;46.744;3.057;3.089;57.54;39.738;40.251;100.938;126.55;102.388;18.25;16.705;13.378;3.721;3.714;3.775
283;25.957;10.639;22.742;18.854;8.52;10.301;11.153;11.681;12.942;13.246;42.253;46.333;2.994;3.032;57.257;39.619;40.064;100.126;126.439;101.641;18.092;16.559;13.232;3.713;3.686;3.762
283.5;25.997;10.955;22.8;18.949;8.452;10.231;11.054;11.585;12.842;13.163;42.045;45.941;2.926;2.951;56.926;39.449;39.871;99.37;126.3;100.835;17.934;16.445;13.113;3.712;3.697;3.753
284;25.987;11.203;22.814;18.963;8.378;10.157;10.962;11.481;12.76;13.059;41.787;45.59;2.873;2.912;56.49;39.19;39.674;98.645;126.222;99.921;17.84;16.402;13.089;3.679;3.665;3.708
284.5;25.988;11.393;22.828;18.984;8.29;10.067;10.859;11.38;12.659;12.936;41.512;45.364;2.807;2.861;56.149;39.036;39.49;97.89;126.038;99.199;17.743;16.343;13.062;3.643;3.623;3.638
285;26.097;11.692;22.923;19.095;8.19;9.959;10.735;11.277;12.541;12.783;41.237;45.082;2.754;2.818;55.853;38.877;39.343;97.071;125.882;98.347;17.605;16.242;13.001;3.605;3.57;3.593
285.5;26.306;12.038;23.127;19.302;8.1;9.842;10.602;11.142;12.398;12.609;40.935;44.75;2.762;2.796;55.541;38.709;39.179;96.231;125.653;97.601;17.58;16.19;12.959;3.549;3.519;3.554
286;26.561;12.433;23.363;19.55;8.005;9.722;10.475;11.003;12.232;12.457;40.622;44.369;2.802;2.813;55.342;38.565;39.022;95.409;125.373;96.904;17.542;16.081;12.872;3.533;3.482;3.53
286.5;26.741;12.806;23.505;19.694;7.907;9.583;10.352;10.872;12.072;12.307;40.327;44.128;2.82;2.817;55.152;38.373;38.789;94.662;125.096;96.095;17.537;16.039;12.825;3.489;3.435;3.493
287;26.773;12.935;23.461;19.68;7.811;9.448;10.215;10.722;11.913;12.148;40.113;43.929;2.77;2.815;54.866;38.179;38.57;94.018;124.955;95.323;17.543;15.942;12.75;3.455;3.409;3.477
287.5;26.712;13.013;23.278;19.521;7.699;9.319;10.075;10.576;11.738;11.981;39.956;43.763;2.691;2.772;54.658;38.027;38.329;93.297;124.853;94.611;17.47;15.88;12.703;3.4;3.373;3.44
288;26.63;13.049;22.986;19.263;7.578;9.182;9.93;10.411;11.567;11.808;39.775;43.531;2.643;2.733;54.476;37.866;38.085;92.642;124.652;93.9;17.4;15.78;12.628;3.369;3.375;3.409
288.5;26.443;13.044;22.687;18.999;7.451;9.041;9.769;10.24;11.39;11.644;39.681;43.373;2.583;2.674;54.334;37.684;37.931;92.044;124.449;93.255;17.272;15.691;12.565;3.327;3.379;3.361
289;26.239;13.132;22.47;18.786;7.327;8.898;9.618;10.072;11.21;11.44;39.499;43.21;2.528;2.634;54.089;37.52;37.833;91.418;124.205;92.707;17.125;15.59;12.554;3.291;3.363;3.316
289.5;25.961;13.348;22.4;18.73;7.195;8.746;9.462;9.915;11.021;11.247;39.216;43.101;2.494;2.586;53.862;37.433;37.711;90.758;123.815;92.139;16.967;15.519;12.539;3.275;3.33;3.278
290;25.599;13.717;22.492;18.842;7.074;8.597;9.302;9.757;10.847;11.068;38.948;42.925;2.468;2.552;53.618;37.323;37.597;90.081;123.402;91.608;16.799;15.468;12.546;3.266;3.299;3.261
290.5;25.106;14.158;22.656;19;6.973;8.447;9.157;9.601;10.677;10.906;38.685;42.631;2.486;2.519;53.359;37.169;37.45;89.328;123.09;91.023;16.752;15.387;12.497;3.241;3.228;3.228
291;24.805;14.535;22.774;19.122;6.868;8.312;9.012;9.457;10.517;10.76;38.428;42.377;2.479;2.493;53.135;37.02;37.334;88.66;122.872;90.298;16.744;15.35;12.522;3.243;3.158;3.207
291.5;24.545;14.71;22.746;19.119;6.776;8.188;8.885;9.332;10.377;10.604;38.29;42.178;2.47;2.461;52.862;36.815;37.161;87.966;122.5;89.45;16.73;15.309;12.524;3.196;3.076;3.137
292;24.293;14.721;22.593;18.97;6.698;8.078;8.753;9.207;10.237;10.457;38.16;41.991;2.388;2.398;52.637;36.618;37.018;87.17;122.355;88.589;16.698;15.208;12.499;3.197;3.042;3.098
292.5;24.263;14.703;22.378;18.764;6.622;7.978;8.642;9.093;10.094;10.317;37.952;41.756;2.306;2.32;52.401;36.395;36.885;86.338;122.052;87.751;16.65;15.178;12.469;3.135;2.992;3.028
293;24.249;14.693;22.168;18.581;6.551;7.881;8.542;8.983;9.981;10.195;37.752;41.495;2.273;2.272;52.144;36.185;36.695;85.619;121.776;86.952;16.659;15.124;12.348;3.095;2.974;2.974
293.5;24.449;14.724;22.063;18.5;6.486;7.806;8.448;8.893;9.871;10.102;37.706;41.39;2.222;2.198;52.034;36.033;36.631;84.913;121.656;86.306;16.635;15.099;12.271;3.03;2.966;2.935
294;24.617;14.862;22.087;18.533;6.426;7.74;8.373;8.812;9.783;10.009;37.504;41.273;2.194;2.172;51.893;35.91;36.602;84.22;121.328;85.812;16.546;15.037;12.139;3.021;2.982;2.93
294.5;24.542;15.081;22.205;18.659;6.368;7.685;8.31;8.747;9.713;9.95;37.255;41.078;2.172;2.183;51.731;35.76;36.454;83.534;121.184;85.34;16.501;15.027;12.066;3.003;2.966;2.917
295;24.299;15.349;22.408;18.875;6.33;7.641;8.26;8.683;9.666;9.907;37.007;40.894;2.174;2.191;51.657;35.692;36.358;82.97;120.928;85.01;16.378;14.905;11.97;2.997;2.967;2.933
295.5;23.904;15.658;22.688;19.138;6.299;7.604;8.226;8.636;9.635;9.865;36.854;40.675;2.177;2.2;51.584;35.654;36.32;82.467;120.692;84.616;16.284;14.761;11.814;2.966;2.919;2.934
296;23.766;15.989;22.997;19.465;6.267;7.57;8.192;8.595;9.613;9.822;36.704;40.562;2.193;2.226;51.439;35.602;36.199;81.999;120.417;84.075;16.245;14.733;11.767;2.925;2.881;2.937
296.5;23.625;16.273;23.286;19.766;6.248;7.55;8.175;8.575;9.594;9.783;36.537;40.435;2.213;2.216;51.25;35.507;36.04;81.447;120.018;83.445;16.174;14.583;11.699;2.874;2.822;2.887
297;23.458;16.538;23.53;19.995;6.237;7.527;8.146;8.559;9.563;9.74;36.375;40.277;2.172;2.174;51.026;35.393;35.903;80.899;119.873;82.868;16.116;14.486;11.752;2.869;2.805;2.882
297.5;23.252;16.719;23.701;20.167;6.232;7.498;8.124;8.536;9.532;9.7;36.151;40.101;2.138;2.157;50.899;35.264;35.816;80.513;119.556;82.301;15.991;14.417;11.738;2.815;2.75;2.845
298;22.964;16.854;23.784;20.26;6.226;7.476;8.114;8.522;9.514;9.684;36.121;39.998;2.065;2.112;50.718;35.123;35.645;80.153;119.41;81.726;15.929;14.341;11.729;2.768;2.73;2.815
298.5;22.891;16.875;23.76;20.243;6.218;7.468;8.1;8.506;9.483;9.672;36.227;39.912;2.022;2.083;50.549;34.982;35.509;79.716;119.157;81.198;15.819;14.303;11.747;2.737;2.743;2.794
299;22.818;16.773;23.606;20.083;6.207;7.457;8.085;8.496;9.46;9.657;36.199;39.708;1.991;2.079;50.417;34.814;35.39;79.199;118.956;80.686;15.744;14.294;11.763;2.743;2.753;2.748
299.5;22.776;16.539;23.331;19.819;6.195;7.451;8.079;8.483;9.438;9.651;36.191;39.51;1.92;2.053;50.21;34.58;35.187;78.65;118.986;80.224;15.744;14.4;11.848;2.763;2.738;2.719
300;22.735;16.227;23.045;19.545;6.192;7.455;8.075;8.464;9.42;9.635;36.161;39.383;1.919;2.058;50.134;34.551;35.106;78.266;118.755;79.819;15.767;14.395;11.847;2.766;2.739;2.749
300.5;22.613;15.993;22.839;19.351;6.187;7.47;8.073;8.459;9.416;9.616;36.04;39.18;1.931;2.077;50.028;34.522;35.018;77.785;118.637;79.39;15.839;14.469;11.905;2.761;2.722;2.747
301;22.674;15.895;22.737;19.276;6.175;7.469;8.067;8.453;9.406;9.603;35.895;39.131;1.944;2.041;49.872;34.432;34.912;77.264;118.663;78.977;15.915;14.54;11.943;2.761;2.72;2.755
301.5;22.674;15.853;22.723;19.261;6.168;7.47;8.064;8.45;9.401;9.592;35.732;39.043;1.969;2.047;49.719;34.304;34.814;76.82;118.587;78.579;15.96;14.457;11.909;2.771;2.701;2.741
302;22.711;15.844;22.721;19.267;6.169;7.473;8.055;8.458;9.399;9.573;35.534;38.968;1.968;2.033;49.572;34.275;34.725;76.503;118.509;78.33;15.912;14.356;11.879;2.769;2.713;2.756
302.5;22.586;15.829;22.717;19.27;6.172;7.468;8.053;8.467;9.391;9.574;35.3;38.845;1.949;2.011;49.576;34.262;34.725;76.381;118.231;78.09;15.771;14.195;11.712;2.739;2.722;2.733
303;22.374;15.845;22.718;19.275;6.176;7.466;8.059;8.478;9.388;9.589;35.221;38.85;1.882;1.978;49.397;34.199;34.648;76.112;118.026;77.849;15.679;14.09;11.597;2.725;2.766;2.728
303.5;22.305;15.855;22.703;19.283;6.173;7.464;8.056;8.481;9.395;9.589;35.151;38.757;1.877;2.003;49.314;34.08;34.562;75.765;117.787;77.557;15.525;13.989;11.529;2.689;2.794;2.698
304;22.263;15.849;22.69;19.263;6.17;7.463;8.052;8.489;9.389;9.587;35.179;38.73;1.862;2;49.303;33.979;34.541;75.49;117.736;77.255;15.434;13.962;11.485;2.635;2.781;2.644
304.5;22.388;15.828;22.667;19.242;6.17;7.458;8.04;8.474;9.388;9.586;35.252;38.691;1.83;1.995;49.252;33.855;34.445;75.206;117.54;76.966;15.391;13.955;11.498;2.602;2.724;2.637
305;22.463;15.803;22.673;19.243;6.168;7.462;8.047;8.463;9.392;9.579;35.275;38.625;1.829;2;49.266;33.834;34.423;74.881;117.312;76.56;15.389;13.996;11.496;2.567;2.703;2.652
305.5;22.442;15.844;22.696;19.263;6.165;7.469;8.048;8.458;9.396;9.571;35.098;38.506;1.848;2;49.249;33.731;34.39;74.464;117.27;76.101;15.346;14.029;11.539;2.577;2.669;2.62
306;22.676;15.872;22.717;19.288;6.164;7.46;8.044;8.444;9.394;9.567;34.995;38.366;1.841;1.979;49.176;33.607;34.365;74.109;117.294;75.728;15.366;14.069;11.565;2.576;2.652;2.615
306.5;22.825;15.888;22.747;19.314;6.167;7.459;8.047;8.426;9.397;9.563;34.888;38.259;1.852;1.996;49.117;33.502;34.29;73.868;117.106;75.365;15.385;14.017;11.536;2.601;2.607;2.605
307;22.943;15.942;22.786;19.369;6.165;7.455;8.049;8.422;9.394;9.547;34.717;38.127;1.856;2.003;49.069;33.542;34.238;73.72;116.862;75.199;15.403;13.896;11.492;2.616;2.619;2.597
307.5;22.858;16.048;22.896;19.495;6.166;7.454;8.054;8.422;9.381;9.553;34.556;37.978;1.861;1.993;48.989;33.566;34.23;73.607;116.68;75.047;15.391;13.808;11.443;2.615;2.637;2.591
308;22.746;16.245;23.071;19.683;6.174;7.459;8.065;8.424;9.378;9.547;34.561;37.965;1.831;1.961;48.931;33.561;34.15;73.39;116.528;74.871;15.42;13.801;11.411;2.644;2.657;2.61
308.5;22.811;16.48;23.273;19.903;6.173;7.465;8.064;8.434;9.372;9.544;34.552;37.976;1.815;1.966;48.95;33.518;34.076;73.139;116.413;74.702;15.447;13.785;11.453;2.649;2.669;2.607
309;22.727;16.726;23.513;20.135;6.176;7.477;8.059;8.447;9.348;9.55;34.606;37.986;1.823;1.977;48.977;33.556;34.029;72.902;116.41;74.49;15.433;13.728;11.431;2.623;2.657;2.598
309.5;22.63;16.984;23.757;20.373;6.173;7.48;8.049;8.45;9.335;9.546;34.633;37.921;1.844;2.01;48.974;33.495;33.932;72.577;116.263;74.213;15.414;13.687;11.411;2.614;2.631;2.58
310;22.381;17.216;23.988;20.602;6.168;7.486;8.061;8.463;9.331;9.546;34.689;37.972;1.901;2.039;48.873;33.435;33.896;72.173;116.253;73.84;15.374;13.781;11.41;2.618;2.618;2.579
310.5;22.296;17.43;24.19;20.788;6.169;7.485;8.055;8.471;9.334;9.548;34.625;37.969;1.92;2.071;48.845;33.344;33.842;71.86;116.117;73.489;15.322;13.78;11.361;2.623;2.608;2.575
311;22.434;17.576;24.317;20.917;6.175;7.477;8.056;8.47;9.341;9.548;34.527;37.889;1.933;2.071;48.701;33.246;33.777;71.579;115.934;73.21;15.278;13.822;11.36;2.589;2.588;2.571
311.5;22.388;17.644;24.369;20.959;6.184;7.478;8.069;8.473;9.352;9.556;34.457;37.878;1.93;2.047;48.656;33.192;33.71;71.352;115.817;72.985;15.25;13.772;11.361;2.571;2.53;2.546
312;22.297;17.614;24.322;20.916;6.189;7.475;8.079;8.478;9.37;9.559;34.427;37.804;1.942;2.064;48.652;33.158;33.667;71.183;115.742;72.868;15.205;13.673;11.326;2.553;2.53;2.524
312.5;22.341;17.503;24.207;20.8;6.197;7.475;8.09;8.473;9.389;9.561;34.422;37.806;1.929;2.022;48.619;33.138;33.607;71.078;115.575;72.779;15.082;13.588;11.282;2.523;2.521;2.516
