Wavelength;4_21_2023;4_21_2023;5_12_2023;5_12_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023
670;1.029;8.921;11.852;13.763;0.018;0.009;0.015;0.051;0.163;0.204;1.897;2.336;-0.039;0.175;13.185;24.192;25.313;7.063;68.047;10.773;10.053;9.264;7.738;0.754;0.736;0.495
670.5;1.029;8.917;11.885;13.826;0.026;0.009;0.015;0.052;0.166;0.204;2.043;2.613;-0.012;0.224;13.132;24.246;25.213;7.145;68.238;10.876;10.063;9.27;7.761;0.78;0.691;0.468
671;1.036;8.912;11.891;13.896;0.032;0.009;0.018;0.052;0.17;0.207;2.272;2.659;0.004;0.2;13.151;24.279;25.176;7.107;68.441;10.961;10.144;9.262;7.844;0.845;0.722;0.507
671.5;1.042;8.895;11.914;13.909;0.034;0.015;0.025;0.057;0.174;0.214;2.419;2.726;0;0.162;13.139;24.239;25.112;7.046;68.419;10.986;10.152;9.294;7.863;0.848;0.743;0.536
672;1.038;8.881;11.962;13.918;0.034;0.017;0.031;0.061;0.171;0.214;2.62;2.863;0.041;0.123;13.203;24.209;25.066;7.074;68.268;11.038;10.051;9.371;7.832;0.848;0.69;0.518
672.5;1.037;8.878;11.989;13.883;0.029;0.012;0.029;0.058;0.166;0.209;2.685;2.937;0.052;0.085;13.192;24.054;24.983;6.934;68.34;10.91;10.094;9.421;7.816;0.782;0.676;0.493
673;1.038;8.868;12.013;13.875;0.018;0.006;0.025;0.053;0.157;0.204;2.703;2.974;0.032;0.03;13.124;23.806;24.836;6.609;68.633;10.689;10.171;9.519;7.945;0.743;0.669;0.491
673.5;1.036;8.851;11.985;13.787;0.008;-0.001;0.016;0.047;0.15;0.194;2.523;2.853;0.036;0.049;13.282;23.744;24.804;6.557;68.617;10.615;10.188;9.468;7.909;0.671;0.658;0.479
674;1.029;8.845;12.001;13.75;0;-0.007;0.008;0.045;0.144;0.188;2.428;2.718;0.045;0.08;13.243;23.704;24.738;6.588;68.604;10.684;10.264;9.47;7.999;0.649;0.674;0.482
674.5;1.024;8.838;11.993;13.726;-0.004;-0.013;-0.001;0.041;0.138;0.181;2.297;2.669;0.085;0.135;13.245;23.647;24.614;6.684;68.714;10.86;10.378;9.51;8.001;0.668;0.7;0.48
675;1.022;8.82;12.006;13.715;-0.008;-0.022;-0.01;0.033;0.127;0.168;2.307;2.539;0.094;0.192;13.238;23.665;24.53;6.818;68.678;11.09;10.436;9.549;8.058;0.72;0.707;0.445
675.5;1.018;8.806;11.996;13.707;-0.008;-0.026;-0.018;0.031;0.119;0.163;2.237;2.469;0.087;0.239;13.213;23.674;24.493;6.921;68.604;11.275;10.401;9.5;8.166;0.739;0.663;0.389
676;1.013;8.798;11.962;13.682;-0.009;-0.025;-0.021;0.029;0.114;0.158;2.24;2.434;0.042;0.265;13.307;23.724;24.545;6.981;68.647;11.326;10.487;9.408;8.239;0.793;0.73;0.452
676.5;1.003;8.78;11.986;13.647;-0.002;-0.013;-0.012;0.04;0.123;0.163;2.383;2.504;0.034;0.236;13.328;23.755;24.521;6.942;68.647;11.329;10.485;9.389;8.301;0.865;0.756;0.513
677;0.995;8.782;11.962;13.654;0.009;-0.001;0.001;0.049;0.132;0.17;2.609;2.624;0.039;0.188;13.263;23.759;24.529;6.953;68.741;11.167;10.435;9.469;8.328;0.906;0.705;0.501
677.5;1.003;8.798;11.906;13.585;0.007;0.001;0.007;0.05;0.133;0.169;2.537;2.526;0.055;0.124;13.146;23.688;24.546;6.858;68.83;11.013;10.325;9.34;8.276;0.913;0.679;0.515
678;1.007;8.809;11.831;13.538;0.002;-0.002;0.01;0.046;0.134;0.165;2.376;2.304;0.054;0.065;13.008;23.671;24.553;6.793;68.938;10.693;10.225;9.419;8.234;0.933;0.684;0.56
678.5;1.004;8.811;11.754;13.45;-0.003;-0.004;0.011;0.048;0.141;0.17;2.109;1.993;0.075;0.088;12.97;23.71;24.57;6.797;68.951;10.534;10.108;9.486;8.113;0.909;0.695;0.581
679;1;8.81;11.683;13.376;-0.002;-0.006;0.01;0.048;0.146;0.173;1.766;1.736;0.11;0.11;12.944;23.748;24.584;6.946;68.989;10.56;10.004;9.444;8.064;0.922;0.734;0.652
679.5;0.998;8.803;11.614;13.298;-0.007;-0.007;0.001;0.043;0.138;0.169;1.425;1.427;0.179;0.155;12.942;23.782;24.606;7.009;69.038;10.644;9.929;9.372;8.002;0.926;0.748;0.658
680;0.994;8.779;11.525;13.229;-0.009;-0.012;-0.002;0.04;0.13;0.167;1.118;1.09;0.187;0.175;12.915;23.837;24.678;7.091;68.978;10.629;9.875;9.306;8.045;0.945;0.745;0.648
680.5;0.981;8.741;11.461;13.122;-0.011;-0.015;-0.006;0.039;0.125;0.167;0.806;0.825;0.186;0.214;12.828;23.85;24.754;7.087;69.003;10.658;9.853;9.263;8.023;0.983;0.777;0.658
681;0.963;8.703;11.403;13.016;-0.012;-0.015;-0.004;0.037;0.127;0.164;0.605;0.782;0.175;0.233;12.695;23.857;24.803;7.132;69.037;10.614;9.968;9.199;7.948;0.971;0.819;0.665
681.5;0.945;8.68;11.334;12.921;-0.007;-0.009;-0.002;0.039;0.136;0.169;0.546;0.819;0.192;0.283;12.657;23.894;24.871;7.107;69.079;10.751;10.041;9.175;7.915;0.951;0.818;0.636
682;0.938;8.67;11.26;12.824;0;-0.004;0.002;0.039;0.14;0.169;0.683;0.819;0.15;0.25;12.47;23.91;24.949;7.08;69.075;10.749;10.108;9.225;7.831;0.903;0.798;0.589
682.5;0.938;8.658;11.186;12.725;0.001;-0.005;0.001;0.039;0.137;0.163;0.549;0.792;0.153;0.185;12.287;23.893;24.976;7.05;68.864;10.676;10.161;9.291;7.776;0.914;0.787;0.571
683;0.939;8.668;11.094;12.638;0.007;-0.002;0.006;0.042;0.145;0.164;0.564;0.89;0.137;0.117;12.11;23.898;24.986;6.916;68.821;10.417;10.222;9.519;7.832;0.882;0.798;0.526
683.5;0.934;8.663;10.999;12.528;0.006;-0.001;0.008;0.038;0.143;0.163;0.564;0.924;0.153;0.096;12;23.879;24.932;6.826;68.753;10.218;10.202;9.659;7.777;0.789;0.808;0.522
684;0.938;8.662;10.888;12.425;0.001;-0.008;-0.002;0.031;0.135;0.154;0.491;0.895;0.169;0.091;12.086;23.997;24.938;6.844;68.659;10.15;10.102;9.702;7.813;0.764;0.842;0.56
684.5;0.932;8.662;10.807;12.38;-0.005;-0.01;-0.014;0.024;0.12;0.14;0.409;0.721;0.142;0.101;12.042;24.044;24.966;6.735;68.619;10.102;10.099;9.793;7.834;0.773;0.837;0.589
685;0.926;8.662;10.706;12.308;0.002;-0.011;-0.01;0.029;0.12;0.142;0.289;0.521;0.07;0.085;11.966;24.022;25.009;6.625;68.527;9.952;10.128;9.742;7.908;0.809;0.847;0.623
685.5;0.923;8.645;10.641;12.223;0.007;-0.014;-0.009;0.035;0.123;0.144;0.141;0.238;0.045;0.109;11.861;24.026;24.982;6.575;68.405;9.885;10.226;9.77;7.87;0.844;0.895;0.674
686;0.916;8.625;10.594;12.163;0.012;-0.012;-0.004;0.043;0.128;0.147;0.064;0.072;0.068;0.141;11.687;23.959;24.944;6.458;68.022;9.762;10.307;9.7;7.878;0.86;0.902;0.659
686.5;0.908;8.606;10.512;12.08;0.016;-0.013;-0.005;0.046;0.128;0.149;-0.118;-0.082;0.079;0.202;11.707;23.919;24.975;6.429;67.793;9.826;10.401;9.637;7.889;0.887;0.894;0.667
687;0.902;8.586;10.475;12.005;0.019;-0.009;0.005;0.055;0.132;0.155;-0.055;-0.132;0.048;0.17;11.534;23.762;24.965;6.365;67.721;9.74;10.484;9.489;7.909;0.926;0.893;0.668
687.5;0.904;8.575;10.425;11.928;0.019;-0.007;0.009;0.062;0.131;0.158;-0.108;-0.176;0.062;0.156;11.349;23.722;24.957;6.33;67.501;9.613;10.598;9.455;7.928;0.956;0.835;0.662
688;0.902;8.567;10.368;11.837;0.02;0.004;0.012;0.068;0.137;0.166;0.016;-0.16;0.08;0.126;11.308;23.688;24.939;6.263;67.56;9.558;10.597;9.318;7.846;0.907;0.746;0.559
688.5;0.893;8.555;10.299;11.71;0.013;0.012;0.011;0.062;0.131;0.167;0.145;-0.051;0.133;0.119;11.196;23.657;24.851;6.15;67.62;9.426;10.593;9.358;7.832;0.829;0.671;0.507
689;0.893;8.535;10.258;11.628;0.004;0.007;-0.001;0.053;0.125;0.161;0.294;0.172;0.196;0.113;11.208;23.714;24.785;6.158;67.549;9.375;10.527;9.366;7.866;0.756;0.669;0.471
689.5;0.883;8.527;10.207;11.582;0;0.008;-0.007;0.045;0.119;0.151;0.31;0.169;0.23;0.157;11.072;23.645;24.737;6.052;67.757;9.265;10.52;9.395;7.87;0.689;0.605;0.419
690;0.875;8.514;10.157;11.515;0.007;0.011;-0.005;0.051;0.123;0.153;0.235;0.134;0.222;0.176;11.121;23.682;24.694;6.024;67.859;9.208;10.404;9.356;7.799;0.627;0.606;0.411
690.5;0.871;8.481;10.11;11.453;0.007;0.005;-0.008;0.049;0.122;0.152;0.128;0.06;0.303;0.254;11.142;23.804;24.623;6.108;67.792;9.075;10.351;9.405;7.741;0.578;0.642;0.411
691;0.87;8.474;10.053;11.393;0.008;-0.001;-0.011;0.045;0.122;0.152;0.134;0.04;0.369;0.302;11.172;23.808;24.574;6.086;67.563;8.939;10.248;9.391;7.826;0.612;0.664;0.389
691.5;0.866;8.472;9.987;11.307;0.011;-0.003;-0.011;0.039;0.123;0.152;-0.083;-0.055;0.406;0.301;11.117;23.851;24.546;6.093;67.416;8.787;10.146;9.553;7.894;0.662;0.717;0.41
692;0.865;8.475;9.94;11.221;0.015;0;0.001;0.044;0.132;0.156;-0.228;-0.176;0.402;0.255;11.039;23.863;24.631;6.106;67.396;8.757;10.008;9.601;7.964;0.719;0.76;0.457
692.5;0.866;8.494;9.885;11.169;0.014;0;0.004;0.042;0.133;0.161;-0.486;-0.424;0.33;0.221;11.092;23.949;24.695;6.157;67.48;8.861;9.908;9.664;7.974;0.733;0.762;0.515
693;0.864;8.496;9.828;11.075;0.02;0.008;0.009;0.045;0.141;0.173;-0.702;-0.629;0.257;0.175;11.096;23.98;24.74;6.167;67.822;8.972;9.771;9.717;7.862;0.736;0.723;0.506
693.5;0.862;8.509;9.765;11;0.016;0.011;0.016;0.044;0.143;0.178;-0.988;-0.904;0.174;0.144;11.037;23.974;24.749;6.038;68.147;9.066;9.632;9.692;7.802;0.715;0.717;0.478
694;0.86;8.512;9.727;10.964;0.013;0.008;0.017;0.039;0.142;0.176;-1.225;-1.185;0.152;0.107;11.051;23.877;24.689;5.862;68.247;9.101;9.584;9.583;7.8;0.695;0.728;0.491
694.5;0.855;8.505;9.67;10.945;0.009;0.009;0.017;0.04;0.137;0.167;-1.365;-1.353;0.082;0.075;11.027;23.767;24.686;5.663;68.411;9.039;9.635;9.536;7.776;0.701;0.708;0.485
695;0.857;8.485;9.626;10.894;0.006;0.006;0.011;0.043;0.129;0.16;-1.358;-1.344;-0.002;0.076;11.048;23.755;24.769;5.659;68.452;9.069;9.619;9.443;7.67;0.676;0.695;0.504
695.5;0.856;8.455;9.565;10.839;-0.004;-0.008;-0.001;0.039;0.114;0.148;-1.153;-1.266;0.004;0.086;10.941;23.689;24.755;5.697;68.393;8.887;9.788;9.361;7.657;0.683;0.69;0.519
696;0.858;8.434;9.516;10.778;-0.008;-0.019;-0.012;0.034;0.105;0.138;-0.934;-1.171;-0.003;0.108;10.806;23.596;24.77;5.628;68.085;8.642;9.812;9.157;7.666;0.777;0.698;0.535
696.5;0.862;8.424;9.488;10.722;-0.007;-0.021;-0.017;0.033;0.102;0.131;-0.947;-1.225;0.017;0.1;10.584;23.56;24.762;5.523;67.734;8.318;9.841;9.128;7.711;0.848;0.714;0.581
697;0.857;8.403;9.46;10.68;-0.006;-0.02;-0.013;0.036;0.11;0.132;-0.782;-1.02;0.085;0.164;10.407;23.577;24.826;5.437;67.577;8.235;9.901;9.046;7.802;0.898;0.729;0.637
697.5;0.847;8.386;9.445;10.662;0;-0.015;-0.007;0.04;0.116;0.143;-0.741;-0.824;0.071;0.183;10.464;23.641;24.84;5.476;67.683;8.311;9.884;9.052;7.817;0.903;0.755;0.679
698;0.837;8.354;9.428;10.621;0.011;-0.006;0.005;0.046;0.13;0.159;-0.75;-0.79;0.095;0.252;10.401;23.744;24.87;5.516;67.802;8.392;9.811;9.05;7.742;0.909;0.742;0.664
698.5;0.823;8.338;9.415;10.607;0.013;0;0.015;0.046;0.141;0.17;-0.825;-0.993;0.116;0.304;10.315;23.795;24.75;5.365;68.033;8.44;9.703;8.945;7.607;0.839;0.716;0.605
699;0.806;8.333;9.403;10.609;0.014;0.011;0.024;0.048;0.147;0.179;-0.888;-1.205;0.139;0.295;10.25;23.816;24.607;5.22;68.2;8.385;9.774;9.009;7.647;0.824;0.719;0.62
699.5;0.798;8.31;9.393;10.599;0.011;0.022;0.03;0.057;0.152;0.177;-0.918;-1.231;0.135;0.229;10.274;23.909;24.609;5.288;68.327;8.476;9.866;9.165;7.63;0.789;0.716;0.576
700;0.794;8.299;9.376;10.574;0.007;0.025;0.025;0.063;0.152;0.177;-1.035;-1.34;0.141;0.199;10.234;23.921;24.648;5.389;68.411;8.586;9.994;9.315;7.612;0.702;0.656;0.532
700.5;0.783;8.282;9.354;10.548;0;0.024;0.024;0.061;0.146;0.174;-1.162;-1.453;0.164;0.205;10.227;23.884;24.641;5.41;68.25;8.56;10.149;9.501;7.702;0.677;0.627;0.492
701;0.77;8.258;9.34;10.531;-0.005;0.02;0.017;0.058;0.137;0.165;-1.508;-1.713;0.204;0.245;10.265;23.866;24.699;5.411;67.79;8.399;10.244;9.629;7.797;0.701;0.661;0.48
701.5;0.766;8.249;9.324;10.512;-0.005;0.018;0.009;0.055;0.131;0.158;-1.818;-1.899;0.219;0.254;10.255;23.815;24.698;5.381;67.377;8.208;10.347;9.712;7.932;0.683;0.691;0.469
702;0.762;8.246;9.298;10.497;0.001;0.022;0.012;0.056;0.132;0.158;-1.944;-1.93;0.259;0.312;10.274;23.782;24.684;5.214;66.809;7.963;10.366;9.781;8.048;0.672;0.708;0.42
702.5;0.76;8.229;9.284;10.459;0.01;0.025;0.011;0.055;0.129;0.16;-2.058;-1.985;0.264;0.321;10.464;23.738;24.714;5.207;66.335;7.862;10.193;9.781;8.027;0.65;0.71;0.374
703;0.757;8.202;9.263;10.449;0.011;0.019;0.009;0.048;0.12;0.154;-2.034;-2.013;0.254;0.343;10.503;23.729;24.718;5.244;65.926;7.744;10.098;9.694;8.034;0.647;0.741;0.367
703.5;0.762;8.194;9.252;10.443;0.006;0.013;0.005;0.037;0.115;0.15;-1.886;-1.943;0.211;0.318;10.354;23.628;24.609;5.05;65.719;7.528;9.894;9.585;7.981;0.627;0.744;0.36
704;0.766;8.198;9.239;10.444;-0.003;0.009;0.002;0.03;0.113;0.144;-1.736;-1.925;0.152;0.241;10.162;23.657;24.527;5.047;65.831;7.523;9.684;9.449;7.956;0.678;0.76;0.401
704.5;0.769;8.194;9.241;10.415;-0.004;0.007;0.002;0.026;0.116;0.137;-1.635;-1.809;0.073;0.141;10.115;23.661;24.45;5.095;66.06;7.678;9.58;9.294;7.913;0.74;0.777;0.434
705;0.764;8.19;9.216;10.406;-0.009;-0.004;-0.005;0.023;0.115;0.129;-1.545;-1.542;0.033;0.057;9.991;23.584;24.379;5.069;66.378;7.945;9.536;9.16;7.868;0.782;0.748;0.443
705.5;0.752;8.18;9.174;10.369;-0.015;-0.011;-0.007;0.014;0.11;0.124;-1.466;-1.254;0.039;0.028;9.931;23.644;24.424;5.084;66.5;8.138;9.506;8.996;7.841;0.826;0.706;0.431
706;0.74;8.154;9.133;10.332;-0.018;-0.015;-0.014;0.013;0.106;0.116;-1.468;-1.123;0.034;0.008;9.991;23.702;24.469;5.152;66.53;8.325;9.458;8.845;7.73;0.843;0.709;0.411
706.5;0.732;8.138;9.084;10.277;-0.015;-0.011;-0.012;0.017;0.104;0.111;-1.458;-1.133;0.033;-0.025;10.052;23.701;24.526;5.213;66.505;8.441;9.333;8.694;7.639;0.82;0.726;0.414
707;0.724;8.107;9.053;10.218;-0.001;0;0.003;0.029;0.113;0.119;-1.45;-1.179;0.087;-0.011;10.067;23.703;24.534;5.035;66.56;8.318;9.267;8.723;7.63;0.798;0.676;0.365
707.5;0.723;8.091;9.031;10.17;0.009;0.005;0.012;0.037;0.115;0.127;-1.587;-1.351;0.133;0.045;10.18;23.722;24.596;5.004;66.562;8.215;9.301;8.781;7.573;0.742;0.612;0.312
708;0.715;8.066;9.013;10.161;0.013;0.007;0.018;0.04;0.111;0.126;-1.626;-1.498;0.107;0.102;10.095;23.72;24.564;4.956;66.645;7.852;9.529;8.876;7.745;0.713;0.671;0.334
708.5;0.715;8.06;9.013;10.18;0.019;0.008;0.025;0.042;0.115;0.133;-1.615;-1.59;0.081;0.156;9.907;23.659;24.474;4.762;66.737;7.444;9.636;9.005;7.912;0.685;0.685;0.36
709;0.713;8.066;9.014;10.196;0.026;0.013;0.026;0.044;0.123;0.137;-1.572;-1.771;0.084;0.16;9.777;23.711;24.397;4.712;66.937;7.324;9.774;9.033;7.954;0.727;0.723;0.418
709.5;0.709;8.065;9.022;10.19;0.026;0.014;0.024;0.043;0.125;0.141;-1.737;-1.892;-0.015;0.086;9.714;23.677;24.318;4.649;67.097;7.225;10.017;9.103;8.045;0.758;0.774;0.523
710;0.706;8.059;9.009;10.202;0.02;0.002;0.012;0.035;0.114;0.131;-1.837;-1.931;-0.082;0;9.594;23.647;24.32;4.59;67.208;7.216;10.253;9.189;7.996;0.786;0.798;0.57
710.5;0.702;8.036;8.984;10.187;0.013;-0.004;-0.003;0.029;0.101;0.125;-1.9;-2.015;-0.126;-0.048;9.622;23.715;24.317;4.452;67.26;7.127;10.394;9.207;8.018;0.81;0.817;0.626
711;0.702;8.01;8.949;10.167;0.01;-0.01;-0.011;0.027;0.092;0.119;-1.873;-2.044;-0.153;-0.089;9.768;23.663;24.278;4.458;67.224;7.151;10.348;9.203;7.998;0.811;0.833;0.664
711.5;0.696;7.981;8.918;10.137;0.003;-0.01;-0.012;0.028;0.086;0.114;-1.863;-2.084;-0.115;-0.069;10.018;23.588;24.37;4.543;67.062;7.442;10.17;9.22;7.88;0.785;0.858;0.683
712;0.699;7.956;8.896;10.103;0.004;-0.008;-0.006;0.032;0.086;0.116;-1.797;-1.879;-0.08;-0.047;10.146;23.484;24.434;4.58;66.989;7.653;9.963;9.327;7.867;0.797;0.789;0.656
712.5;0.702;7.961;8.878;10.079;-0.001;-0.01;-0.009;0.034;0.078;0.113;-1.863;-1.879;-0.019;-0.007;10.35;23.439;24.47;4.726;66.669;7.894;9.729;9.229;7.753;0.825;0.744;0.614
713;0.702;7.974;8.865;10.049;-0.01;-0.018;-0.016;0.027;0.068;0.1;-1.857;-1.894;0.013;0.057;10.358;23.386;24.421;4.76;66.458;7.969;9.559;9.141;7.769;0.841;0.746;0.57
713.5;0.705;7.99;8.869;10.038;-0.012;-0.022;-0.017;0.022;0.066;0.096;-1.781;-1.777;0.076;0.121;10.367;23.486;24.445;4.855;66.147;8.239;9.318;8.991;7.697;0.86;0.766;0.57
714;0.71;8.004;8.879;10.027;-0.008;-0.02;-0.019;0.021;0.068;0.094;-1.722;-1.755;0.154;0.17;10.31;23.554;24.552;4.945;66.052;8.598;9.193;8.817;7.567;0.915;0.823;0.588
714.5;0.707;8.005;8.875;9.996;-0.016;-0.022;-0.025;0.019;0.067;0.091;-1.832;-1.706;0.159;0.206;10.263;23.608;24.647;5.001;66.058;8.797;9.228;8.786;7.51;0.913;0.875;0.624
715;0.699;7.985;8.855;9.97;-0.011;-0.019;-0.027;0.02;0.07;0.092;-1.831;-1.6;0.129;0.2;10.167;23.736;24.77;4.966;66.296;8.725;9.368;8.82;7.39;0.922;0.903;0.661
715.5;0.691;7.952;8.841;9.953;-0.01;-0.015;-0.03;0.02;0.073;0.097;-1.768;-1.54;0.106;0.205;10.092;23.812;24.719;4.819;66.659;8.541;9.515;8.943;7.501;0.895;0.899;0.675
716;0.682;7.909;8.804;9.949;-0.002;-0.007;-0.021;0.028;0.085;0.109;-1.59;-1.333;0.019;0.159;9.942;23.791;24.637;4.732;66.846;8.323;9.694;9.117;7.597;0.796;0.779;0.579
716.5;0.674;7.88;8.776;9.935;0.003;0.007;-0.008;0.041;0.101;0.128;-1.479;-1.155;-0.072;0.153;9.909;23.749;24.629;4.678;66.887;8.263;9.866;9.252;7.586;0.695;0.655;0.446
717;0.666;7.856;8.75;9.918;0.013;0.018;0.001;0.051;0.115;0.143;-1.339;-0.939;-0.196;0.097;9.81;23.649;24.562;4.607;66.809;8.039;9.971;9.348;7.717;0.641;0.537;0.356
717.5;0.658;7.849;8.733;9.908;0.014;0.022;0.007;0.06;0.119;0.151;-1.384;-0.924;-0.191;0.073;9.72;23.515;24.421;4.505;66.598;7.909;10.128;9.283;7.83;0.615;0.475;0.308
718;0.652;7.859;8.721;9.897;0.011;0.016;0.003;0.055;0.12;0.15;-1.559;-0.994;-0.149;0.034;9.656;23.454;24.324;4.52;66.56;7.778;10.225;9.269;7.914;0.628;0.496;0.322
718.5;0.651;7.858;8.716;9.91;0.006;0.006;0.001;0.045;0.115;0.143;-1.623;-1.295;-0.093;0.012;9.641;23.422;24.307;4.536;66.415;7.762;10.291;9.241;7.997;0.681;0.586;0.382
719;0.65;7.877;8.711;9.881;0.008;-0.002;-0.005;0.036;0.108;0.129;-1.874;-1.542;-0.01;0.019;9.58;23.391;24.391;4.627;66.589;7.847;10.293;9.272;8.021;0.725;0.66;0.425
719.5;0.652;7.887;8.709;9.839;-0.001;-0.012;-0.013;0.022;0.096;0.11;-2.064;-1.764;0.1;0.087;9.57;23.317;24.381;4.651;66.919;7.719;10.303;9.257;7.975;0.769;0.734;0.482
720;0.651;7.868;8.683;9.793;-0.005;-0.021;-0.017;0.013;0.088;0.099;-2.076;-1.804;0.176;0.092;9.598;23.338;24.408;4.648;67.305;7.557;10.128;9.131;7.94;0.819;0.778;0.583
720.5;0.654;7.843;8.675;9.765;-0.01;-0.021;-0.025;0.001;0.08;0.086;-2.091;-2.073;0.219;0.102;9.695;23.405;24.416;4.723;67.432;7.59;9.885;8.935;7.88;0.884;0.808;0.676
721;0.653;7.813;8.659;9.731;-0.006;-0.019;-0.025;-0.001;0.073;0.077;-2.044;-2.148;0.158;0.072;9.742;23.426;24.376;4.726;67.52;7.598;9.714;8.883;7.795;0.871;0.753;0.635
721.5;0.654;7.798;8.644;9.704;-0.005;-0.019;-0.03;-0.002;0.067;0.074;-2.045;-2.255;0.103;0.08;9.756;23.459;24.36;4.744;67.686;7.711;9.607;8.883;7.705;0.872;0.758;0.651
722;0.65;7.776;8.629;9.698;0.002;-0.019;-0.035;0;0.067;0.072;-1.999;-2.272;0.049;0.1;9.742;23.392;24.283;4.702;67.565;7.769;9.6;8.859;7.644;0.818;0.762;0.629
722.5;0.637;7.752;8.625;9.696;0.006;-0.019;-0.034;0.003;0.063;0.069;-2.103;-2.319;0.027;0.099;9.781;23.364;24.256;4.732;67.311;7.788;9.616;8.805;7.569;0.77;0.76;0.616
723;0.629;7.728;8.617;9.7;0.004;-0.02;-0.039;0.001;0.062;0.068;-2.212;-2.376;-0.004;0.012;9.711;23.309;24.235;4.701;67.164;7.611;9.723;8.863;7.628;0.786;0.815;0.627
723.5;0.623;7.729;8.624;9.722;0.004;-0.026;-0.041;-0.002;0.06;0.068;-2.364;-2.636;-0.018;-0.028;9.529;23.307;24.307;4.671;66.781;7.597;9.852;9.015;7.769;0.8;0.841;0.603
724;0.614;7.746;8.616;9.708;0.004;-0.033;-0.042;-0.002;0.056;0.066;-2.537;-2.598;-0.047;-0.036;9.289;23.353;24.352;4.695;66.433;7.571;10.02;9.25;7.866;0.793;0.81;0.588
724.5;0.606;7.74;8.609;9.687;0;-0.038;-0.037;-0.002;0.057;0.067;-2.611;-2.58;-0.037;0.016;9.179;23.379;24.387;4.696;65.932;7.514;10.079;9.28;7.881;0.819;0.813;0.559
725;0.598;7.719;8.583;9.666;0.006;-0.035;-0.025;0.01;0.067;0.082;-2.618;-2.427;-0.081;-0.019;9.123;23.492;24.431;4.737;65.401;7.433;10.031;9.21;7.862;0.857;0.824;0.565
725.5;0.59;7.695;8.571;9.653;0.01;-0.027;-0.018;0.02;0.071;0.091;-2.59;-2.519;-0.089;0;9.204;23.542;24.432;4.764;64.951;7.429;9.901;9.02;7.735;0.939;0.845;0.591
726;0.586;7.673;8.55;9.616;0.009;-0.027;-0.016;0.023;0.066;0.094;-2.546;-2.484;-0.048;0.07;9.254;23.46;24.296;4.577;64.821;7.271;9.897;9.091;7.804;0.994;0.867;0.588
726.5;0.59;7.654;8.544;9.601;0.008;-0.027;-0.019;0.026;0.063;0.095;-2.47;-2.467;0.018;0.147;9.338;23.343;24.186;4.288;64.879;7.115;9.821;9.065;7.748;1.003;0.915;0.634
727;0.597;7.632;8.534;9.6;0.007;-0.021;-0.022;0.029;0.059;0.095;-2.438;-2.605;0.039;0.147;9.498;23.168;24.077;4.022;64.963;6.999;9.786;8.936;7.68;0.939;0.9;0.577
727.5;0.609;7.605;8.519;9.563;0.008;-0.013;-0.017;0.03;0.057;0.096;-2.433;-2.719;0.086;0.152;9.543;23.056;23.997;3.742;65.188;6.839;9.601;8.839;7.718;0.884;0.861;0.541
728;0.625;7.592;8.502;9.556;0.006;-0.009;-0.018;0.025;0.058;0.096;-2.332;-2.678;0.082;0.135;9.454;22.951;23.975;3.634;65.403;6.628;9.55;8.777;7.724;0.903;0.84;0.556
728.5;0.626;7.593;8.498;9.571;0.001;-0.01;-0.022;0.016;0.056;0.095;-2.416;-2.797;0.162;0.204;9.322;22.934;24.053;3.779;65.596;6.599;9.511;8.839;7.724;0.953;0.81;0.59
729;0.625;7.586;8.474;9.57;-0.004;-0.013;-0.027;0.012;0.055;0.09;-2.467;-2.918;0.236;0.263;9.262;22.98;24.175;4.047;65.665;6.688;9.608;8.877;7.713;0.96;0.786;0.648
729.5;0.625;7.574;8.448;9.539;-0.006;-0.01;-0.027;0.008;0.062;0.092;-2.487;-2.898;0.222;0.263;9.285;23.111;24.418;4.418;65.548;6.831;9.605;8.873;7.548;0.935;0.781;0.629
730;0.624;7.553;8.439;9.539;0.005;0.001;-0.018;0.016;0.077;0.104;-2.509;-2.895;0.178;0.199;9.322;23.307;24.546;4.769;65.514;6.996;9.54;8.809;7.349;0.86;0.746;0.6
730.5;0.614;7.527;8.431;9.549;0.005;0;-0.017;0.019;0.076;0.102;-2.412;-2.934;0.201;0.223;9.378;23.352;24.571;4.854;65.649;7.218;9.482;8.81;7.218;0.76;0.714;0.542
731;0.601;7.496;8.421;9.535;0.008;-0.003;-0.015;0.021;0.078;0.102;-2.388;-2.842;0.218;0.29;9.411;23.432;24.53;4.77;65.88;7.312;9.541;9.008;7.262;0.725;0.761;0.579
731.5;0.592;7.464;8.429;9.537;0.019;0.004;-0.007;0.027;0.083;0.111;-2.235;-2.695;0.195;0.273;9.504;23.409;24.474;4.471;66.229;7.314;9.605;9.115;7.25;0.698;0.825;0.611
732;0.595;7.454;8.43;9.54;0.033;0.014;0.005;0.039;0.091;0.124;-2.158;-2.635;0.143;0.219;9.533;23.335;24.389;4.197;66.673;7.421;9.761;9.184;7.347;0.684;0.882;0.61
